A1	A1s	91	192	16	0	1	192	1	192	0	0
A1	A2	87	192	24	0	1	192	1	192	0	0
A1	A2s	87	192	24	0	1	192	1	192	0	0
A1	A3	83	192	32	0	1	192	1	192	0	0
A1	A3s	83	192	32	0	1	192	1	192	0	0
A1	A4	79	192	40	0	1	192	1	192	0	0
A1	A4s	79	192	40	0	1	192	1	192	0	0
A1	Ar	95	192	8	0	1	192	1	192	0	0
A1s	A2	95	192	8	0	1	192	1	192	0	0
A1s	A2s	95	192	8	0	1	192	1	192	0	0
A1s	A3	91	192	16	0	1	192	1	192	0	0
A1s	A3s	91	192	16	0	1	192	1	192	0	0
A1s	A4	87	192	24	0	1	192	1	192	0	0
A1s	A4s	87	192	24	0	1	192	1	192	0	0
A1s	Ar	95	192	8	0	1	192	1	192	0	0
A2	A2s	91	192	16	0	1	192	1	192	0	0
A2	A3	87	192	24	0	1	192	1	192	0	0
A2	A3s	87	192	24	0	1	192	1	192	0	0
A2	A4	83	192	32	0	1	192	1	192	0	0
A2	A4s	83	192	32	0	1	192	1	192	0	0
A2	Ar	91	192	16	0	1	192	1	192	0	0
A2s	A3	95	192	8	0	1	192	1	192	0	0
A2s	A3s	95	192	8	0	1	192	1	192	0	0
A2s	A4	91	192	16	0	1	192	1	192	0	0
A2s	A4s	91	192	16	0	1	192	1	192	0	0
A2s	Ar	91	192	16	0	1	192	1	192	0	0
A3	A3s	91	192	16	0	1	192	1	192	0	0
A3	A4	87	192	24	0	1	192	1	192	0	0
A3	A4s	87	192	24	0	1	192	1	192	0	0
A3	Ar	87	192	24	0	1	192	1	192	0	0
A3s	A4	95	192	8	0	1	192	1	192	0	0
A3s	A4s	95	192	8	0	1	192	1	192	0	0
A3s	Ar	87	192	24	0	1	192	1	192	0	0
A4	A4s	91	192	16	0	1	192	1	192	0	0
A4	Ar	83	192	32	0	1	192	1	192	0	0
A4s	Ar	83	192	32	0	1	192	1	192	0	0
B1	B1s	91	192	16	0	1	192	1	192	0	0
B1	B2	87	192	24	0	1	192	1	192	0	0
B1	B2s	87	192	24	0	1	192	1	192	0	0
B1	B3	83	192	32	0	1	192	1	192	0	0
B1	B3s	83	192	32	0	1	192	1	192	0	0
B1	B4	79	192	40	0	1	192	1	192	0	0
B1	B4s	79	192	40	0	1	192	1	192	0	0
B1	Br	95	192	8	0	1	192	1	192	0	0
B1s	B2	95	192	8	0	1	192	1	192	0	0
B1s	B2s	95	192	8	0	1	192	1	192	0	0
B1s	B3	91	192	16	0	1	192	1	192	0	0
B1s	B3s	91	192	16	0	1	192	1	192	0	0
B1s	B4	87	192	24	0	1	192	1	192	0	0
B1s	B4s	87	192	24	0	1	192	1	192	0	0
B1s	Br	95	192	8	0	1	192	1	192	0	0
B2	B2s	91	192	16	0	1	192	1	192	0	0
B2	B3	87	192	24	0	1	192	1	192	0	0
B2	B3s	87	192	24	0	1	192	1	192	0	0
B2	B4	83	192	32	0	1	192	1	192	0	0
B2	B4s	83	192	32	0	1	192	1	192	0	0
B2	Br	91	192	16	0	1	192	1	192	0	0
B2s	B3	95	192	8	0	1	192	1	192	0	0
B2s	B3s	95	192	8	0	1	192	1	192	0	0
B2s	B4	91	192	16	0	1	192	1	192	0	0
B2s	B4s	91	192	16	0	1	192	1	192	0	0
B2s	Br	91	192	16	0	1	192	1	192	0	0
B3	B3s	91	192	16	0	1	192	1	192	0	0
B3	B4	87	192	24	0	1	192	1	192	0	0
B3	B4s	87	192	24	0	1	192	1	192	0	0
B3	Br	87	192	24	0	1	192	1	192	0	0
B3s	B4	95	192	8	0	1	192	1	192	0	0
B3s	B4s	95	192	8	0	1	192	1	192	0	0
B3s	Br	87	192	24	0	1	192	1	192	0	0
B4	B4s	91	192	16	0	1	192	1	192	0	0
B4	Br	83	192	32	0	1	192	1	192	0	0
B4s	Br	83	192	32	0	1	192	1	192	0	0
C1	C1s	91	384	32	0	1	384	1	384	0	0
C1	C2	87	384	48	0	1	384	1	384	0	0
C1	C2s	87	384	48	0	1	384	1	384	0	0
C1	C3	83	384	64	0	1	384	1	384	0	0
C1	C3s	83	384	64	0	1	384	1	384	0	0
C1	C4	79	384	80	0	1	384	1	384	0	0
C1	C4s	79	384	80	0	1	384	1	384	0	0
C1	Cr	95	384	16	0	1	384	1	384	0	0
C1s	C2	95	384	16	0	1	384	1	384	0	0
C1s	C2s	95	384	16	0	1	384	1	384	0	0
C1s	C3	91	384	32	0	1	384	1	384	0	0
C1s	C3s	91	384	32	0	1	384	1	384	0	0
C1s	C4	87	384	48	0	1	384	1	384	0	0
C1s	C4s	87	384	48	0	1	384	1	384	0	0
C1s	Cr	95	384	16	0	1	384	1	384	0	0
C2	C2s	91	384	32	0	1	384	1	384	0	0
C2	C3	87	384	48	0	1	384	1	384	0	0
C2	C3s	87	384	48	0	1	384	1	384	0	0
C2	C4	83	384	64	0	1	384	1	384	0	0
C2	C4s	83	384	64	0	1	384	1	384	0	0
C2	Cr	91	384	32	0	1	384	1	384	0	0
C2s	C3	95	384	16	0	1	384	1	384	0	0
C2s	C3s	95	384	16	0	1	384	1	384	0	0
C2s	C4	91	384	32	0	1	384	1	384	0	0
C2s	C4s	91	384	32	0	1	384	1	384	0	0
C2s	Cr	91	384	32	0	1	384	1	384	0	0
C3	C3s	91	384	32	0	1	384	1	384	0	0
C3	C4	87	384	48	0	1	384	1	384	0	0
C3	C4s	87	384	48	0	1	384	1	384	0	0
C3	Cr	87	384	48	0	1	384	1	384	0	0
C3s	C4	95	384	16	0	1	384	1	384	0	0
C3s	C4s	95	384	16	0	1	384	1	384	0	0
C3s	Cr	87	384	48	0	1	384	1	384	0	0
C4	C4s	91	384	32	0	1	384	1	384	0	0
C4	Cr	83	384	64	0	1	384	1	384	0	0
C4s	Cr	83	384	64	0	1	384	1	384	0	0
D1	D1s	91	384	32	0	1	384	1	384	0	0
D1	D2	87	384	48	0	1	384	1	384	0	0
D1	D2s	87	384	48	0	1	384	1	384	0	0
D1	D3	83	384	64	0	1	384	1	384	0	0
D1	D3s	83	384	64	0	1	384	1	384	0	0
D1	D4	79	384	80	0	1	384	1	384	0	0
D1	D4s	79	384	80	0	1	384	1	384	0	0
D1	Dr	95	384	16	0	1	384	1	384	0	0
D1s	D2	95	384	16	0	1	384	1	384	0	0
D1s	D2s	95	384	16	0	1	384	1	384	0	0
D1s	D3	91	384	32	0	1	384	1	384	0	0
D1s	D3s	91	384	32	0	1	384	1	384	0	0
D1s	D4	87	384	48	0	1	384	1	384	0	0
D1s	D4s	87	384	48	0	1	384	1	384	0	0
D1s	Dr	95	384	16	0	1	384	1	384	0	0
D2	D2s	91	384	32	0	1	384	1	384	0	0
D2	D3	87	384	48	0	1	384	1	384	0	0
D2	D3s	87	384	48	0	1	384	1	384	0	0
D2	D4	83	384	64	0	1	384	1	384	0	0
D2	D4s	83	384	64	0	1	384	1	384	0	0
D2	Dr	91	384	32	0	1	384	1	384	0	0
D2s	D3	95	384	16	0	1	384	1	384	0	0
D2s	D3s	95	384	16	0	1	384	1	384	0	0
D2s	D4	91	384	32	0	1	384	1	384	0	0
D2s	D4s	91	384	32	0	1	384	1	384	0	0
D2s	Dr	91	384	32	0	1	384	1	384	0	0
D3	D3s	91	384	32	0	1	384	1	384	0	0
D3	D4	87	384	48	0	1	384	1	384	0	0
D3	D4s	87	384	48	0	1	384	1	384	0	0
D3	Dr	87	384	48	0	1	384	1	384	0	0
D3s	D4	95	384	16	0	1	384	1	384	0	0
D3s	D4s	95	384	16	0	1	384	1	384	0	0
D3s	Dr	87	384	48	0	1	384	1	384	0	0
D4	D4s	91	384	32	0	1	384	1	384	0	0
D4	Dr	83	384	64	0	1	384	1	384	0	0
D4s	Dr	83	384	64	0	1	384	1	384	0	0
C1	A1	83	192	32	0	1	192	1	192	0	0
C1	Ar	87	192	24	0	1	192	1	192	0	0
C1	A1s	91	192	16	0	1	192	1	192	0	0
C1	A2	87	192	24	0	1	192	1	192	0	0
C1	A2s	95	192	8	0	1	192	1	192	0	0
C1	A3	91	192	16	0	1	192	1	192	0	0
C1	A3s	91	192	16	0	1	192	1	192	0	0
C1	A4	87	192	24	0	1	192	1	192	0	0
C1	A4s	87	192	24	0	1	192	1	192	0	0
Cr	A1	87	192	24	0	1	192	1	192	0	0
Cr	Ar	91	192	16	0	1	192	1	192	0	0
Cr	A1s	95	192	8	0	1	192	1	192	0	0
Cr	A2	91	192	16	0	1	192	1	192	0	0
Cr	A2s	100	192	0	0	1	192	1	192	0	0
Cr	A3	95	192	8	0	1	192	1	192	0	0
Cr	A3s	95	192	8	0	1	192	1	192	0	0
Cr	A4	91	192	16	0	1	192	1	192	0	0
Cr	A4s	91	192	16	0	1	192	1	192	0	0
C1s	A1	83	192	32	0	1	192	1	192	0	0
C1s	Ar	87	192	24	0	1	192	1	192	0	0
C1s	A1s	91	192	16	0	1	192	1	192	0	0
C1s	A2	87	192	24	0	1	192	1	192	0	0
C1s	A2s	95	192	8	0	1	192	1	192	0	0
C1s	A3	91	192	16	0	1	192	1	192	0	0
C1s	A3s	91	192	16	0	1	192	1	192	0	0
C1s	A4	87	192	24	0	1	192	1	192	0	0
C1s	A4s	87	192	24	0	1	192	1	192	0	0
C2	A1	79	192	40	0	1	192	1	192	0	0
C2	Ar	83	192	32	0	1	192	1	192	0	0
C2	A1s	87	192	24	0	1	192	1	192	0	0
C2	A2	83	192	32	0	1	192	1	192	0	0
C2	A2s	91	192	16	0	1	192	1	192	0	0
C2	A3	87	192	24	0	1	192	1	192	0	0
C2	A3s	87	192	24	0	1	192	1	192	0	0
C2	A4	83	192	32	0	1	192	1	192	0	0
C2	A4s	83	192	32	0	1	192	1	192	0	0
C2s	A1	79	192	40	0	1	192	1	192	0	0
C2s	Ar	83	192	32	0	1	192	1	192	0	0
C2s	A1s	87	192	24	0	1	192	1	192	0	0
C2s	A2	83	192	32	0	1	192	1	192	0	0
C2s	A2s	91	192	16	0	1	192	1	192	0	0
C2s	A3	87	192	24	0	1	192	1	192	0	0
C2s	A3s	87	192	24	0	1	192	1	192	0	0
C2s	A4	83	192	32	0	1	192	1	192	0	0
C2s	A4s	83	192	32	0	1	192	1	192	0	0
C3	A1	75	192	48	0	1	192	1	192	0	0
C3	Ar	79	192	40	0	1	192	1	192	0	0
C3	A1s	83	192	32	0	1	192	1	192	0	0
C3	A2	79	192	40	0	1	192	1	192	0	0
C3	A2s	87	192	24	0	1	192	1	192	0	0
C3	A3	83	192	32	0	1	192	1	192	0	0
C3	A3s	83	192	32	0	1	192	1	192	0	0
C3	A4	79	192	40	0	1	192	1	192	0	0
C3	A4s	79	192	40	0	1	192	1	192	0	0
C3s	A1	75	192	48	0	1	192	1	192	0	0
C3s	Ar	79	192	40	0	1	192	1	192	0	0
C3s	A1s	83	192	32	0	1	192	1	192	0	0
C3s	A2	79	192	40	0	1	192	1	192	0	0
C3s	A2s	87	192	24	0	1	192	1	192	0	0
C3s	A3	83	192	32	0	1	192	1	192	0	0
C3s	A3s	83	192	32	0	1	192	1	192	0	0
C3s	A4	79	192	40	0	1	192	1	192	0	0
C3s	A4s	79	192	40	0	1	192	1	192	0	0
C4	A1	70	192	56	0	1	192	1	192	0	0
C4	Ar	75	192	48	0	1	192	1	192	0	0
C4	A1s	79	192	40	0	1	192	1	192	0	0
C4	A2	75	192	48	0	1	192	1	192	0	0
C4	A2s	83	192	32	0	1	192	1	192	0	0
C4	A3	79	192	40	0	1	192	1	192	0	0
C4	A3s	79	192	40	0	1	192	1	192	0	0
C4	A4	75	192	48	0	1	192	1	192	0	0
C4	A4s	75	192	48	0	1	192	1	192	0	0
C4s	A1	70	192	56	0	1	192	1	192	0	0
C4s	Ar	75	192	48	0	1	192	1	192	0	0
C4s	A1s	79	192	40	0	1	192	1	192	0	0
C4s	A2	75	192	48	0	1	192	1	192	0	0
C4s	A2s	83	192	32	0	1	192	1	192	0	0
C4s	A3	79	192	40	0	1	192	1	192	0	0
C4s	A3s	79	192	40	0	1	192	1	192	0	0
C4s	A4	75	192	48	0	1	192	1	192	0	0
C4s	A4s	75	192	48	0	1	192	1	192	0	0
C1	B1	83	192	32	0	193	384	1	192	0	0
C1	Br	87	192	24	0	193	384	1	192	0	0
C1	B1s	91	192	16	0	193	384	1	192	0	0
C1	B2	87	192	24	0	193	384	1	192	0	0
C1	B2s	95	192	8	0	193	384	1	192	0	0
C1	B3	91	192	16	0	193	384	1	192	0	0
C1	B3s	91	192	16	0	193	384	1	192	0	0
C1	B4	87	192	24	0	193	384	1	192	0	0
C1	B4s	87	192	24	0	193	384	1	192	0	0
Cr	B1	87	192	24	0	193	384	1	192	0	0
Cr	Br	91	192	16	0	193	384	1	192	0	0
Cr	B1s	95	192	8	0	193	384	1	192	0	0
Cr	B2	91	192	16	0	193	384	1	192	0	0
Cr	B2s	100	192	0	0	193	384	1	192	0	0
Cr	B3	95	192	8	0	193	384	1	192	0	0
Cr	B3s	95	192	8	0	193	384	1	192	0	0
Cr	B4	91	192	16	0	193	384	1	192	0	0
Cr	B4s	91	192	16	0	193	384	1	192	0	0
C1s	B1	83	192	32	0	193	384	1	192	0	0
C1s	Br	87	192	24	0	193	384	1	192	0	0
C1s	B1s	91	192	16	0	193	384	1	192	0	0
C1s	B2	87	192	24	0	193	384	1	192	0	0
C1s	B2s	95	192	8	0	193	384	1	192	0	0
C1s	B3	91	192	16	0	193	384	1	192	0	0
C1s	B3s	91	192	16	0	193	384	1	192	0	0
C1s	B4	87	192	24	0	193	384	1	192	0	0
C1s	B4s	87	192	24	0	193	384	1	192	0	0
C2	B1	79	192	40	0	193	384	1	192	0	0
C2	Br	83	192	32	0	193	384	1	192	0	0
C2	B1s	87	192	24	0	193	384	1	192	0	0
C2	B2	83	192	32	0	193	384	1	192	0	0
C2	B2s	91	192	16	0	193	384	1	192	0	0
C2	B3	87	192	24	0	193	384	1	192	0	0
C2	B3s	87	192	24	0	193	384	1	192	0	0
C2	B4	83	192	32	0	193	384	1	192	0	0
C2	B4s	83	192	32	0	193	384	1	192	0	0
C2s	B1	79	192	40	0	193	384	1	192	0	0
C2s	Br	83	192	32	0	193	384	1	192	0	0
C2s	B1s	87	192	24	0	193	384	1	192	0	0
C2s	B2	83	192	32	0	193	384	1	192	0	0
C2s	B2s	91	192	16	0	193	384	1	192	0	0
C2s	B3	87	192	24	0	193	384	1	192	0	0
C2s	B3s	87	192	24	0	193	384	1	192	0	0
C2s	B4	83	192	32	0	193	384	1	192	0	0
C2s	B4s	83	192	32	0	193	384	1	192	0	0
C3	B1	75	192	48	0	193	384	1	192	0	0
C3	Br	79	192	40	0	193	384	1	192	0	0
C3	B1s	83	192	32	0	193	384	1	192	0	0
C3	B2	79	192	40	0	193	384	1	192	0	0
C3	B2s	87	192	24	0	193	384	1	192	0	0
C3	B3	83	192	32	0	193	384	1	192	0	0
C3	B3s	83	192	32	0	193	384	1	192	0	0
C3	B4	79	192	40	0	193	384	1	192	0	0
C3	B4s	79	192	40	0	193	384	1	192	0	0
C3s	B1	75	192	48	0	193	384	1	192	0	0
C3s	Br	79	192	40	0	193	384	1	192	0	0
C3s	B1s	83	192	32	0	193	384	1	192	0	0
C3s	B2	79	192	40	0	193	384	1	192	0	0
C3s	B2s	87	192	24	0	193	384	1	192	0	0
C3s	B3	83	192	32	0	193	384	1	192	0	0
C3s	B3s	83	192	32	0	193	384	1	192	0	0
C3s	B4	79	192	40	0	193	384	1	192	0	0
C3s	B4s	79	192	40	0	193	384	1	192	0	0
C4	B1	70	192	56	0	193	384	1	192	0	0
C4	Br	75	192	48	0	193	384	1	192	0	0
C4	B1s	79	192	40	0	193	384	1	192	0	0
C4	B2	75	192	48	0	193	384	1	192	0	0
C4	B2s	83	192	32	0	193	384	1	192	0	0
C4	B3	79	192	40	0	193	384	1	192	0	0
C4	B3s	79	192	40	0	193	384	1	192	0	0
C4	B4	75	192	48	0	193	384	1	192	0	0
C4	B4s	75	192	48	0	193	384	1	192	0	0
C4s	B1	70	192	56	0	193	384	1	192	0	0
C4s	Br	75	192	48	0	193	384	1	192	0	0
C4s	B1s	79	192	40	0	193	384	1	192	0	0
C4s	B2	75	192	48	0	193	384	1	192	0	0
C4s	B2s	83	192	32	0	193	384	1	192	0	0
C4s	B3	79	192	40	0	193	384	1	192	0	0
C4s	B3s	79	192	40	0	193	384	1	192	0	0
C4s	B4	75	192	48	0	193	384	1	192	0	0
C4s	B4s	75	192	48	0	193	384	1	192	0	0
D1	A1	75	192	48	0	1	192	1	192	0	0
D1	Ar	79	192	40	0	1	192	1	192	0	0
D1	A1s	83	192	32	0	1	192	1	192	0	0
D1	A2	79	192	40	0	1	192	1	192	0	0
D1	A2s	87	192	24	0	1	192	1	192	0	0
D1	A3	83	192	32	0	1	192	1	192	0	0
D1	A3s	91	192	16	0	1	192	1	192	0	0
D1	A4	87	192	24	0	1	192	1	192	0	0
D1	A4s	95	192	8	0	1	192	1	192	0	0
Dr	A1	79	192	40	0	1	192	1	192	0	0
Dr	Ar	83	192	32	0	1	192	1	192	0	0
Dr	A1s	87	192	24	0	1	192	1	192	0	0
Dr	A2	83	192	32	0	1	192	1	192	0	0
Dr	A2s	91	192	16	0	1	192	1	192	0	0
Dr	A3	87	192	24	0	1	192	1	192	0	0
Dr	A3s	95	192	8	0	1	192	1	192	0	0
Dr	A4	91	192	16	0	1	192	1	192	0	0
Dr	A4s	100	192	0	0	1	192	1	192	0	0
D1s	A1	75	192	48	0	1	192	1	192	0	0
D1s	Ar	79	192	40	0	1	192	1	192	0	0
D1s	A1s	83	192	32	0	1	192	1	192	0	0
D1s	A2	79	192	40	0	1	192	1	192	0	0
D1s	A2s	87	192	24	0	1	192	1	192	0	0
D1s	A3	83	192	32	0	1	192	1	192	0	0
D1s	A3s	91	192	16	0	1	192	1	192	0	0
D1s	A4	87	192	24	0	1	192	1	192	0	0
D1s	A4s	95	192	8	0	1	192	1	192	0	0
D2	A1	70	192	56	0	1	192	1	192	0	0
D2	Ar	75	192	48	0	1	192	1	192	0	0
D2	A1s	79	192	40	0	1	192	1	192	0	0
D2	A2	75	192	48	0	1	192	1	192	0	0
D2	A2s	83	192	32	0	1	192	1	192	0	0
D2	A3	79	192	40	0	1	192	1	192	0	0
D2	A3s	87	192	24	0	1	192	1	192	0	0
D2	A4	83	192	32	0	1	192	1	192	0	0
D2	A4s	91	192	16	0	1	192	1	192	0	0
D2s	A1	70	192	56	0	1	192	1	192	0	0
D2s	Ar	75	192	48	0	1	192	1	192	0	0
D2s	A1s	79	192	40	0	1	192	1	192	0	0
D2s	A2	75	192	48	0	1	192	1	192	0	0
D2s	A2s	83	192	32	0	1	192	1	192	0	0
D2s	A3	79	192	40	0	1	192	1	192	0	0
D2s	A3s	87	192	24	0	1	192	1	192	0	0
D2s	A4	83	192	32	0	1	192	1	192	0	0
D2s	A4s	91	192	16	0	1	192	1	192	0	0
D3	A1	66	192	64	0	1	192	1	192	0	0
D3	Ar	70	192	56	0	1	192	1	192	0	0
D3	A1s	75	192	48	0	1	192	1	192	0	0
D3	A2	70	192	56	0	1	192	1	192	0	0
D3	A2s	79	192	40	0	1	192	1	192	0	0
D3	A3	75	192	48	0	1	192	1	192	0	0
D3	A3s	83	192	32	0	1	192	1	192	0	0
D3	A4	79	192	40	0	1	192	1	192	0	0
D3	A4s	87	192	24	0	1	192	1	192	0	0
D3s	A1	66	192	64	0	1	192	1	192	0	0
D3s	Ar	70	192	56	0	1	192	1	192	0	0
D3s	A1s	75	192	48	0	1	192	1	192	0	0
D3s	A2	70	192	56	0	1	192	1	192	0	0
D3s	A2s	79	192	40	0	1	192	1	192	0	0
D3s	A3	75	192	48	0	1	192	1	192	0	0
D3s	A3s	83	192	32	0	1	192	1	192	0	0
D3s	A4	79	192	40	0	1	192	1	192	0	0
D3s	A4s	87	192	24	0	1	192	1	192	0	0
D4	A1	62	192	72	0	1	192	1	192	0	0
D4	Ar	66	192	64	0	1	192	1	192	0	0
D4	A1s	70	192	56	0	1	192	1	192	0	0
D4	A2	66	192	64	0	1	192	1	192	0	0
D4	A2s	75	192	48	0	1	192	1	192	0	0
D4	A3	70	192	56	0	1	192	1	192	0	0
D4	A3s	79	192	40	0	1	192	1	192	0	0
D4	A4	75	192	48	0	1	192	1	192	0	0
D4	A4s	83	192	32	0	1	192	1	192	0	0
D4s	A1	62	192	72	0	1	192	1	192	0	0
D4s	Ar	66	192	64	0	1	192	1	192	0	0
D4s	A1s	70	192	56	0	1	192	1	192	0	0
D4s	A2	66	192	64	0	1	192	1	192	0	0
D4s	A2s	75	192	48	0	1	192	1	192	0	0
D4s	A3	70	192	56	0	1	192	1	192	0	0
